verdict,text
0, It's not that you don't want to be fashionable it's just that the act of sliding on snow takes priority for you?
0, Check out the new Helly Hansen Motionista Lifaloft Jacket a fully featured insulated coat that'll keep your motor running even when the temps are trying their best to make it a challenge 
0, A healthy does of LifaLoft insulation keeps this jacket toasty and Helly Tech Performance technology keeps the water out for more fun more often on the slopes 
0, To find Zen in the unpredictable backcountry conditions you need a jacket that can keep up on both the high output ascents as well as the stormy descents and that's exactly where the Oyuki Nimi YamaPro 3L Jacket thrives 
0, Styled with a relaxed freeride fit the Goshiki Jacket is feature packed to meet the demands of hunting pow on backcountry adventures sidecounty missions and stacking lap after lap on stormy resort days 
0, YamaPro Always Dry technology keeps you protected from the elements with 20K 20K waterproof breathability Designed with articulated patterning that allows you to move freely without compromise plus backpack compatible pockets and a big helmet-compatible storm hood this jacket delivers performance from the skin track to the pillow line 
0, YamaPro Always Dry Technology – Designed and tested in Niseko Japan to keep you Always Dry and on the mountain longer 
0, Oyuki’s YamaPro has been rigorously tested to meet the relentless demands of riding big snow 
0, 20K Waterproof 20K Breathability
0, Custom Toshikazu Nozaka Artwork
0, Articulated Performance Patterning for Fit and Mobility
0, Hand Warmer and Chest Pockets
0, Secure Interior Pocket for Essentials
0, Interior Mesh Pocket for Larger Item
0, Zippered Sleeve Pass Pocket
0, Direct Interior Access Pocket – Designed to align perfectly with the Oyuki Insulator chest pocket or Oyuki bibs' chest pocket 
0, Pit Ventilating Zips with Under Arm Gusset
0, Backpack Compatible Pockets and Zips
0, Fully Seam Sealed with Custom Toshikazu Nozaka Artwork Tape
0, Helmet Compatible Storm Hood
0, Waterproof Exterior Zips
0, Shaped Cuffs
0, Powder Skirt
0, Flat Knit Toe Seam for Additional Comfort
0, Light Cushion on Shin Calf and Foot
0, Light Cushion
0, Paying homage to Oyuki’s birthplace Niseko Japan the Oyuki Pocket T-Shirt is a streetwear winter essential
0, Created with Oyuki’s key style principles in mind this garment is long lasting and easy to wear 
0, Niseko Tori Gates Graphic
0, Embrace everyday shred-tastic vibes with the evo Ice Dye Pocket Unisex T-Shirt!
0, The RVCA Kinney Mock Neck T-Shirt isn't just adorable it's a direct portal back to the golden era 
0, The pow day graphic adds a touch of fun inspiring your inner child to spread joy and stoke wherever you go 
0, Custom Ice Dye Design – Ice dye is the next evolution of tie dye that gives an unique design everytime 
0, Unique one off custom ice die technique design made exclusively for evo 
0, Give Together – evo donates 2 % of this purchase to youth-serving organizations in our community
0, Every child deserves a chance to achieve their potential
0, Cozy Soft Handed Yarn
0, Together we can equip young people facing the greatest need with the skills and support to thrive 
0, Long-Line Rib Knit Jumper
0, External Classics Flag Label At Side Seam
0, Funnel Neckline
0, Attached Hood – Has a pre-tensioned elastic opening for a secure fit 
0, Clean Front Hem with Flat-Sewn Elastic at Rear
0, Flat-Sewn Elastic Cuffs with Integrated Thumb Loops
0, Underarm Gussets – For better mobility 
0, No Shoulder Seams – For reduced bulk and extra comfort while you're wearing a pack 
0, Flat-Locked Stitching – In key zones for next-to-skin comfort
0, Side-Entry Hand Pockets with Elastic Binding to Help with Your Peace of Mind While You’re on the Move
0, Whether you're hitting your routine trails for a hike or exploring the slightly intimidating 14er you've been itching to check off your list this recycled polyester fleece jacket has got you covered 
0, With its durable construction and breathable fabric you'll stay comfortable and protected no matter the weather 
0, The North Face Summit Verbier GORE-TEX Bibs are your VIP pass to mountain summits 
0, Durable Water Repellant Finish
0, High-stretch water-resistant fabric 
0, 5 6-oz 50 % Recycled Cotton 50 % Postconsumer Recycled Polyester Jersey
0, Adapt the jacket to your needs with the waterproof side zippers for greater comfort
0, 100 % water repellent 
0, Full garment sewn with waterproof threads 
0, Ideal for when you're not quite sure what the conditions will be looking like the infiDRY membrane is both waterproof and breathable for long-lasting comfort day in and day out 
0, If you thought you couldn't get any smarter take a spin in the 686 Smarty 3-in-1 Form Jacket and see what happens 
0, Hyper Articulated Fit – Built specifically around skiing and snowboarding 
0, Secure Zip Bib Pocket with Internal Gear Clip Mesh Pouch and Cord Routing
0, Two Covered Secure Zip Thigh Pockets One with an internal gear clip and mesh pouch and one with a radio loop 
0, Hood Link System – Hoodlink adds new organization to your gear 
0, By adding a proprietary clip to the one-cinch hood adjuster and a single loop inside your hood your jacket can now be rolled up and transformed into a neat packable object 
0, Slide your accessories under the bungee and you have the perfect start to any trip 
0, The evo Polartec Hooded Pullover is a hybrid baselayer designed to keep you dry and warm even when physical exertion beckons
0, A top layer to add just enough warmth to make the day a success that packs to the size of nothing and weighs next to nothing in your pack?
0, Try the Outdoor Research Shadow Insulated Anorak on for size 
0, Polartec Knitted Fleece 64 % Recycled Polyester 36 % Polyester
0, Slim-fitting technical garments may be worn over baselayers and light midlayers 
0, The North Face Circaloft Jacket is designed to perform for you in life and recycle easily when it's covered in duct tape and the insulation has lost it's loft
0, Finding clothing as versatile as the evo lifestyle is hard to come by Alas the evo Burke Stretch Shorts 
0, Charge any trail with the Wildcat on your face full coverage hybrid construction cylindrical lens sunglasses
0, Not too tight not too loose Standard fitting apparel will fit over base and mid-layers without restricting movement 
0, A progressive take on a traditional chino A regular fit through the waist seat and thigh with a mellow taper through the knee and leg opening 
0, Backed backed with a wicking interior storm flap and zipper garage at chin for next-to-skin comfort
0, Hem adjusts by pulling cord in handwarmer pockets and releases with cordlocks at front hem
0, They might be growing in and out of their gear constantly but with these merino blend socks it'll be a little more comfy 
0, The Smartwool Light Cushion OTC Socks feature cushion common pressure points: the shin calf and foot 
1, Do not dry clean 
1, Do not iron
1, Tumble dry low 
1, Do not bleach 
1, Machine wash cold 
1, Wash with like colours 
1, Machine wash cold water with like colors gentle cycle wash inside out lay flat to dry 
1, To clean the suede uppers gently rub in the direction of the nap using a sponge soft-bristle shoe brush or cloth designed for cleaning suede
1, Clean the soles with a damp light-coloured cloth 
1, Avoid using soap or chemical cleaning products on any parts of the shoes 
1, Do not machine wash
1, Clean with a microfibre cloth
1, Check the label for washing
1, We recommend using a professional cleaning service
1, Machine washable
1, Machine wash
1, Do not bleach
1, Machine wash cold
1, Machine wash cold with like colors gentle cycle tumble dry low 
1, Recycled microfiber fabric 
1, Body 78 % Recycled Nylon 22 % Elastane Lining 88 % Nylon12 % Elastane 
1, Contrast 97 % Cotton 3 % Elastane 
1, Body 70 % Cotton 30 % Polyester 
1, Silk lining 
1, Composition 100 % Silk 
1, Rib knit fabric 
1, Body 57 % Cotton 38 % Modal 5 % Elastane 
1, This handcrafted style is made from calfskin with an exceptionally soft uniform natural grain
1, Details 100 % calfskin 75 % polyamide and 25 % elastane lining 100 % rubber sole 
1, Composition 76 % Polyamide 24 % Cotton 
1, Bra lining 81 % Nylon 19 % Lycra elastane 
1, Trim Middle layer 89 % Nylon 11 % Elastane
1, Specific Features Lining 100 % Suede
1, Composition 100 % Calfskin
1, Crafted from ultra-lightweight cotton and silk yarn
1, Lining 100 % Calfskin Soles 100 % Rubber
1, Crafted from natural pure cashmere yarn this cropped V-neck jumper is defined by a fluffy soft texture micro-perforated motif and exceptionally comfortable light weight
1, Composition 100 % Cashmere
1, Crafted from naturally fresh compact linen crêpe it is a versatile sporty accessory
1, Linen lining with grosgrain trim
1, Composition 100 % Linen
1, Slippers made from soft Cashfur an innovative cashmere-and-silk fabric that uses only the softest most meticulously selected fibres
1, Composition 85 % Cashmere 15 % Silk
1, Insoles 100 % Cashmere
1, Soles 100 % Rubber
1, Rectangular beach pillow made from cotton terrycloth
1, Composition 100 % Cotton
1, Specific Features 84 % Viscose 16 % Polyester
1, These long legwarmer socks are crafted from natural pure cashmere yarn
1, Composition 100 % Cashmere
1, Composition 100 % Cashmere
1, Crafted from naturally fresh lightweight linen crêpe canvas it is enhanced through the use of archival designs and special finishes that make the fabric exceptionally soft and flowing
1, Composition 100 % Linen
1, Cotton elastane
1, Cotton spandex
1, Polyester spandex
1, Trim filling 75 % Recycled polyester 25 % Polyester
1, Outer back upper panel 65 % Nylon 35 % Elastane
1, Cotton modal fabric
1, Body 57 % Cotton 38 % Modal 5 % Elastane
1, Dry clean only
1, Machine washable
1, Wipe clean only
1, Do not use biological detergent
1, Do not iron print
1, Do not dry clean
1, Wash at 30 degrees
1, Do Not Bleach
1, Do Not Tumble Dry Or Iron
1, Wash With Like Colours
1, And you can head to the showers in style with the iconic Castore jacquard branding on your new favourite towel 
1, do not iron print wash with similar colours
1, wash inside out
1, turn inside out before washing to avoid snagging
1, do not dry clean
1, iron at maximum sole plate tempurature 110*C without steam
1, do not tumble dry
1, Mild wash process at 30 degrees
1, Normal wash process at 30 degrees
1, Iron at maximum sole plate temperature 110 degrees without steam
1, Crewneck Fleece lining
1, Available as a single sweater or in a pack of two it also comes in an array of colours
1, Finished with fleece lining and a ribbed detailing along the neckline and cuffs this crew neck is ideal for layering over school shirts
1, Made from a cotton-rich blend for a comfortable feel this blue crew-neck sweater is an ideal addition to their school uniform
1, 80 % Cotton 20 % Polyester
1, Main 99 % Cotton 1 % Elastane Lining 55 % Polyester 45 % Cotton
1, 61 % Polyester 35 % Cotton 4 % Elastane
1, 100 % Plastic
1, Main 80 % Plastic 20 % Metal Lens 100 % Plastic
1, Main 100 % Cotton Lining 100 % Polyester
1, made using synthetic acrylate glue
1, Made from natural rubber they are soft supple flexible and comfier for little feet than plastic wellingtons
1, Made from natural rubber they are soft supple flexible and comfier for little feet than plastic Wellington boots
1, 67 % Cotton 30 % Polyester 2 % Elastane 1 % Nylon
1, 100 % Lambswool
1, 3 THREAD BRUSHED - 70 % COTTON 30 % POLYESTER 
1, 98 % Polyamide 2 % Elastane
1, 82 % polyamide 18 % elastane
1, made from a premium cotton and polyester fabric blend
1, Polyester and cotton-blend fabric 
1, 100 % cotton
1, Made from high-quality 100 % cotton our Gym Towel is a must-have to keep the sweat at bay throughout your workout
1, 100 % organic cotton 
1, 100 % Polyester
1, 82 % polyester 18 % elastane
1, Use mild detergent
1, Close all closures before washing
1, If the garment is drying in the air turn and shake several times
1, Filling 50% Duck Down 50% Duck Feather
1, Upper Material 100% Polyester
1, Lining 100% Polyester
1, Wash and iron inside out
1, Base Yarn 100% Cotton
1, Upper Material 100% Polyester
1, Dry flat
1, Use mild detergent
1, Do not iron the ornaments
1, Made from a blend of 95 % polyester and 5 % elastane with a lining of 95 % polyester and 5 % elastane this dress offers both comfort and style
1, Made from soft 100 % cotton the crop top is finished with a ribbed neckline for comfort
1, Machine wash cold tumble dry low
1, Made using stretchy spandex fabric the Butterfly Garden green crop t-shirt from Petals by Petals And Peacocks features dream-like floral imagery sublimated throughout95 % cotton 5 % spandes
1, The Retreat sage t-shirt from Santa Cruz is constructed from a soft lightweight cotton and comes in a light green colorway 100 % cotton
1, Machine wash warm inside out tumble dry low
1, Care Instructions Machine wash or professional dry clean
1, Composition 95 % PolyesterComposition 5 % Elastane
1, Care Instructions Machine wash or professional dry clean
1, The Knockout t-shirt from Girl is made of 100 % cotton and comes in a green colorway with a light blue logo screen-printed onto the chest for bold branding
1, Composition 95 % Polyester Composition 5 % Elastane 
1, Care Instructions Machine wash or professional dry clean
1, Primary Material Stainless Steel
1, The Rhinestone Skull t-shirt from Personal Fears is made of 100 % cotton and comes in a black colorway with a unfinished crop cut on the bottom hem 100 % cotton
1, This t-shirt is made of a cotton-spandex blend with a boxy cropped fit that can be easily paired with high-waisted pants for a 90's throwback look95 % cotton 5 % spandex
1, Microfiber fabric upper polyurethane jersey fabric lining manmade sole
1, This shirt is made of a modal polyester and spandex blend and features a slim fit for all day comfort49 % modal 49 % polyester 2 % spandex
1, Upper synthetic materials Lining And Sock synthetic materials Outer other synthetic materialsPlease note due to fabric used colour may transfer
1, Wooden buttons47 % Cotton 47 % Lyocell 5 % Elastane
1, Do not bleach
1, Iron at a low temperature
1, Machine washable at 30
1, Do not tumble dry
1, Composition 100 % Acrylic
1, Made from soft 100 % cotton the womens Dragon Dot t-shirt is finished with a ribbed crew neck for comfort100 % cotton
1, LiningPolyamide 100 % Duck Down 90 % Feather 10 % OuterPolyamide 100 % 
1, Made of a soft cotton blend this style is the perfect basic tee for pairing and layering
1, 57 % cotton 38 % polyester 5 % spandex
1, Shell 100 % Polyester - Lining 100 % Polyester
1, Close hook and loop before washing
1, Do not use fabric softener
1, Remove promptly from the washer
1, Some fading may occur on bright colours
1, Tumble dry garment to reactivate water repellent treatment
1, Wash separately
1, The Scout series is built with durable 600D nylon with a water-resistant TPU backing 
1, Shell 100 % Polyester Coating 100 % Thermoplastic Polyurethane 600D Polyester with TPU
1, Outside Kip leather 100 % Inside Kip leather 100 % Lining Cotton 100 % 
1, Military-green cotton and linen-blendTwo front slash pockets two back flap pockets two side cargo pockets metal rivets77 % cotton 23 % linen
1, 54 % Viscose
1, Body 50 % Polyurethane 50 % PVC 
1, Lining 100 % SustainableAdjustable shoulder straps
1, 9 % Elastomultiester
1, Composition 82 % Polyester 18 % Elastane
1, Main Polyester - 95 % Elastane - 5 % 
1, Please note due to fabric used colour may transfer
1, Upper composed of 72 % recycled polyester certified by Global Recycled Standard GRS
1, Soft textile lining
1, Rubber outsole
1, Composition Gold Plated Silver Brass
1, 91 % cotton 9 % elastane
1, Keep away from fire
1, Upper Material PU Leather
1, Lining Material Polyester
1, Outer fabric material 90 % nylon 10 % elastane
1, Composition 100 % Organic cotton grown without pesticides
1, Machine wash according to instructions on care label
1, Main 94 % Viscose 6 % Elastane
1, Made with recycled brass and coated in a hard-wearing 12ct Gold or Sterling Silver Plating
1, Viscose 80 % Polyamide 16 % Spandex Elastane 4 % 
1, Dry Clean Only
1, Nylon 55 % Lycra 45 % 
1, Stainless Steel 100 % 
1, Gusset Liner 100 % Cotton Lace 82 % Polyamide 18 % Spandex 
1, Lower part 89 % Polyamide 11 % Spandex Mesh 92 % Polyamide 8 % Spandex
1, Woven Nylon Trims Elastic Cuff 74 % Recycled Polyester 26 % Polyester
1, Hand wash
1, lining Viscose 100 % Cotton 70 % Polyamide 30 % 
1, outer Cotton 99 % SpandexElastane 1 % 
1, Dry Clean Only
1, Cashmere Silk
1, Rhodium plated brass
1, 66 % Nylon 26 % Polyester 8 % Elastane
1, Made from mustard yellow leather with tapered square toes they're set on vertiginous 125mm block heels and balanced with platform soles 
1, This is a lightweight stretchy swimsuit fabric - 78 % ECONYL® Regenerated Nylon 22 % elastane
1, ECONYL® regenerated nylon is made out of 100 % nylon waste rescued from oceans and landfills like fishing nets carpet fluff and fabric scraps
1, Material Wool-Like Fabric
1, Care Instructions Hand wash or professional dry clean
1, Wipe clean with a damp cloth or sponge
1, Lining 100 % Textile Sole 100 % Rubber Upper 100 % Textile
1, 62 % Polyester 33 % Viscose 5 % ElastaneInner panel 83 % Polyester 17 % Elastane
1, Primary Upper 100 % Polyester 
1, Secondary Upper 100 % Polyamide 
1, Exterior Coating 100 % Polyurethane 
1, Lining 100 % Polyester 
1, Insert 100 % Polyester 
1, Sole 100 % Rubber
1, 65 % Viscose 30 % Polyester 5 % Elastane Silk
1, 100 % Viscose Lining 60 % Acetate 40 % Cupro
1, 95 % polyester 5 % spandex
1, 72 % Polyamide 28 % Elastane
1, Please note Do not tumble dry as the straps and rings could be damaged by the heat and break
1, Recycled Polyamide 100 % Recycled Polyamide 100 % 
1, For recycled synthetic clothing products we highly recommend using a microfibre-catching washing bag to ensure that no microplastics that can pollute water are released in the process
1, Outer fabric material 75 % viscose 25 % silk
1, 50 % Cotton 50 % Wool
1, This T-shirt from Alprausch is a beautiful short sleeve made from soft cotton with a proud declaration printed on the front 100 % Cotton
1, Material- hand crochet 33 % repreve ocean bound recycled polyester and polypropylene trim- 40 % recycled post-consumer polyester 18 % recycled pre-consumer polyurethane and polyurethane lining- repreve
1, Clean with barely damp cloth and air dry
1, Made from recycled plastic bottles
1, 97 % Recycled polyester 3 % Recycled elastane
1, Machine wash 40oC 100 % Polyester
1, Wipe clean only
1, Material Synthetic
1, Women's vest with 100 % polyester shell and 87 % polyester 13 % spandex side panels
1, Upper calfskin textile Sole rubber
1, Midnight-blue wool-twill100 % wool buttons 100 % horn Buffalo lining 100 % cupro
1, Yak wool Melamine
1, Camel wool Polycarbamide
1, 95 % cotton 5 % spandex with 100 % polyester contrast
1, Virgin wool nylon polyamide elastane
1, EVA construction provides a lightweight material with high comfort and durability
1, Care Instructions Machine wash or professional dry clean
1, Apply a waterproofing spray before the first use to protect the shoe
1, In case of stains use a soft brush or a soft dry cloth 
1, Wring gently by hand
1, No self-service cleaning allowed
1, Durable and stain-resistant twill-weave polyester exterior
1, Spot clean or machine wash air dry
1, Made from extremely soft nappa leather this lightweight comfortable style features exposed stitching across its minimalist design
1, Fabric 60 % cotton 37 % polyester 3 % elastane
1, Our swimsuits are machine washable but we recommend hand washing as it helps keep the fabric and shape of the suit looking newer longer 
1, Lace 100 % Nylon Main 100 % Polyester
1, Care Instructions Machine Washable Follow Care Instruction
1, Lining 92 % Recycled polyester 8 % Elastane 
1, Shell 83 % Recycled polyester 17 % Elastane
1, Fabric 100 % bovine leather
1, 75 % Polyester 20 % Viscose 5 % Elastane
1, Iron at a maximum sole-plate temperature of 110 degrees
1, Steam-ironing may be risky
1, 98 % Cotton 2 % Elastane 
1, A wardrobe staple our versatile chino trousers are made from a cotton stretch fabric for comfort and style all in one
1, Made from smooth cotton twill this regular-fit shirt is available in neutral shades that can be worn everywhere
1, Fabric 97 % polyester 3 % lycra
1, KEEP AWAY FROM FIRE
1, Guanaco Mohair hair Sisal
1, Melamine Polyurethane Yak wool
1, Care Instructions Hand wash or professional dry clean
1, A fabric with a majority of certified-organic natural fibres cotton wool silk linen 
1, A fabric with a majority of recycled fibres either natural or synthetic principally cotton wool linen polyester polyamide or silk 
1, Dry-cleaning in trifluorotrichloroethane white spirit distillation temperature between 150 degrees and 210 degrees flash point 38 degrees to 60 degrees Normal cleansing procedures without restrictions 
1, Dry-cleaning in all solvents normally used for dry-cleaning - this includes all solvents listed for the symbol P plus trichloroethylene and 1 1 1-trichloroethane
1, Steaming and steam treatments are not allowed
1, Iron at a maximum sole-plate
1, Wring gently by hand or for a short time by centrifugal hydroextractor
1, Cannot be wrung
1, Use only a petroleum based solvent
1, Use solvent of perchloroethylene or of petroleum
1, Can be dry cleaned
1, Do not use chlorine-based bleach
1, Chlorine-based bleaching allowed	
1, Machine washable in maximum water temperature of 40 degrees
1, Cannot be washed with water
1, Machine washable at slow water current or gentle hand wash in maximum water temperature of 30 degrees
1, Should be washed gently by hand not machine washable 
1, Machine washable at slow water current or gentle hand wash in maximum water temperature of 40 degrees
1, Machine washable in maximum water temperature of 95 degrees
1, Outer 100 % Cotton Lining 100 % Silk 
1, Outer 60 % Cotton 40 % Polyester Inner 96 % Polyamide 4 % Elastane
1, 70 % Silk 25 % Viscose 5 % Linen
1, Denim
1, 98 % Cotton 2 % Elastane
1, Materials 80 % Polyamide 20 % Elastane 
1, Care Instructions Handwash only 
1, The faux leather is soft but flexible with incredible four-way stretch and recovery 
1, Outer layer 100 % polyester coating 100 % polyurethane 
1, Insulation layer Expandable polyethyle padding
1, Inner lining 100 % nylon 
1, 100 % polyester 100 % polyurethane external coating 100 % waterproof 4000 mm water column Seal seam
1, Made of Polireta its slightly in the form of a and with the curved hem with side openings it will surprise you for its versatility and timelessness 
1, It's crafted to be ultra-lightweight and durable with a ripstop 7 denier nylon giving the silhouette its translucent appearance 
1, While internally a 95 % duck down and 5 % white duck feather is added via direct down injection filling the garment's baffles for a voluminous look and warming fill
1, Soft Leather
1, medium leather metal applications two-tone leather backing internal pocket detachable top handle adjustable shoulder strap daytime contains non-textile parts of animal origin flap bag
1, scan the QR code on the item's care label 
1, 100 % Polyamide
1, 64 % Silk 17 % Viscose 10 % Polyamide 6 % Elastane 3 % Polyester
1, 95 % Tencel Lyocell 5 % Elastane
1, 93 % Viscose 7 % Polyester
1, Textile fibers
1, coated fabric glitter rhinestones laminated effect two-tone leather lining elasticized gores round toeline flat rubber cleated sole contains non-textile parts of animal origin
1, leather textured leather laminated effect beads solid colour with appliqués leather backing narrow toeline flat rubber sole contains non-textile parts of animal origin ballet flats
1, synthetic rubber material brand logo laminated effect multicolor pattern laces round toeline flat leather backing rubber sole contains non-textile parts of animal origin
1, leather suede effect no appliqués solid color leather lining zipper closure square toeline square heel rubber sole contains non-textile parts of animal origin
1, 100 % Lambskin
1, 100 % Bovine leather
1, medium leather brand logo solid color internal pocket magnetic fastening bag handle detachable shoulder strap daytime contains non-textile parts of animal origin flap bag
1, 97 % Cotton 3 % Elastane Calfskin
1, 86 % Recycled polyester 14 % Elastane
1, Materials 80 % Polyamide 20 % Elastane Care
1, Instructions Handwash only 
1, Crafted from Universal Works' iconic Autumn-Winter fabric this cardigan is meticulously constructed from a sports outdoor wool-based fleece 
1, This material is renowned for its exceptional warmth and enduring style 
1, Elevate your winter wardrobe with the Grey Marl Wool Fleece Cardigan
1, 50 % Viscose 45 % Polyester 5 % Elastane
1, jersey contrasting applications checked fully lined wash at 30° c do not dry clean iron at 110° c max do not tumble dry do not bleach balaclava
1, 35 % Acrylic 30 % Alpaca wool 20 % Polyamide 15 % Wool
1, Suede and mesh materials offer durability and breathable comfort with signature features oversized NB logo and N overlay on the sideUnderfoot a soft midsole and reliable rubber outsole keep you on your feet
1, Machine wash with similar colours
1, Main 68 % Viscose Rayon 27 % Polyamide 5 % Elastane Lining 60 % Polyamide 20 % Elastane
1, 100 % Ovine leather
1, Composition 23 % polyamide 28 % acrylic 30 % spandex 19 % viscosedo 
1, Crafted for optimum comfort they're made from soft cotton-blend that offers gentle support
1, Drying Instructions Do not tumble dry
1, Sole 70 % Polyvinyl chloride 30 % Thermoplastic polyurethane
1, Upper material 98 % Polyvinyl chloride 2 % Polyurethane
1, Innersole 70 % Polyvinyl chloride 30 % Thermoplastic polyurethane
1, Linen-mix fabric soft and lightweight
1, Upper Leather textile
1, Insole Textile
1, Sole Synthetic
1, Made from pure extra-fine merino wool with a macro geometric pattern and cable knit
1, This product has been made from recycled material as part of our commitment to end plastic waste
1, Palm 51 % Polyester 22 % Nylon 27 % Polyurethane
1, Care Instructions Machine Washable Follow Care Instructions
1, Cotton 93 % Wool 5 % Spandex Elastane 2 %
1, 96 % Recycled polyester 4 % Elastane
1, Sole Polyethylene vinyl acetate PEVA 
1, Constructed from a supple cotton blend that exudes breathabilltiy making for a lightweight wear this T shirt dress is a must have on those sunnier days
1, Sole Polyurethane 60 % Thermoplastic Polyurethane TPU 40 %
1, The ladies summer skirt is made with silk-like viscose providing a super-soft feel
1, rubber cleated solecontains non-textile parts of animal origin
1, Made with recycled EcoSystem fabrics it offers compact carrying for your essentials
1, EcoSystem Fabric made from 100 % recycled post-consumer water bottles
1, Textile 88 % Synthetic 12 %
1, Taking iconic styles and bringing them back to life this track top has been crafted from a recycled polyester blend fabrication while the loose fit silhouette allows this piece to be versatile
1, 70 % Polyester recycled 30 % Cotton
1, Material Content Leather Textile Other Materials
1, Lining Cushion Comfort Memory Foam Leather Sock
1, Upper Suede Quality Leather 
1, Wash Instructions Dry clean only do not machine wash or tumble dry
1, Wash Instructions Machine wash cold tumble dry low iron on low heat
1, Lens Material Plastic
1, Frame Material Plastic
1, The frame is made from a classic Plastic whilst the lenses are made of durable and high grade Prizm Grey
1, Polycarbonate Lenses
1, Metal Other 100 %
1, Material Metal Stainless Steel
1, The product material is Plastic
1, Do not clean with harsh chemicals
1, Do not leave in direct sunlight when not worn
1, Keep in a case when not worn
1, They are made from Stainless Steel making them light strong and hypo allergenic
1, Frame Material Stainless Steel
1, The metal frame is super lightweight and the soft silicone nose pads are adjustable for a personalised fit
1, The product material is Metal
1, Frame material acetate
1, Nylon frame
1, Material Acetate
1, Frame bio based plastic tri density face foam injected dye
1, Strap 50mm polyester gripper silicone helmet compatible
1, Case Included microfiber bag
1, Bio based plastic frames provide all day comfort
1, Lens polycarbonate Carl Zeiss Super AntiFog Kyohou inner lens
1, Material type merino wool
1, Material type merino wool synthetic fibre
1, Frame double layer foam padding plastic
1, Material type synthetic fibre fleece
1, Main material 66 % polyester 34 % acryli
1, Frame three layer foam padding with ventilation holes
1, Lens polycarbonate with ventilation holes double lens
1, These Polaroid Sunglasses are made from a high quality Plastic for durability and comfort
1, Made from Plastic and Crystal these Ray Ban RB4246 Clubround sunglasses are durable and trendy
1, Frame Material Copper
1, Lenses 61 % Fossil Fuel Lenses 39 % Plant Based Resin
1, Use A Damp Cloth And A Mild Soap To Clean The Lenses Then Dry Them With The Soft Cleaning Cloth Sold With The Product
1, Do Not Use Solvents E G Alcohol Acetone Or Aggressive Detergents
1, The Maverick Lifestyle Polarized Square Sunglasses feature a rubberized plastic frame with minimal glare 
1, pilot frame sunglasses from CAZAL featuring gold tone metal acetate gradient lenses pilot frame nose pads and curved tips 
1, Gold Plated Metal 60 % Acetate 40 %
1, The frames is made with at least 25 % recycled content 
1, Care Cleaning Spot or Wipe Clean
1, Made of Plastic these frames can also be ordered with customizable lenses at a great price
1, as showcased in these sunglasses constructed with a gold toned metal frame and tortoiseshell effect temple tips
1, Acetate 95 % Titanium 5 %
1, Material Injected Plastic
1, The item's frame is made of Pantographed Plastic
1, Evolve polymer stainless steel
1, metal applications 74 % Cotton 22 % Acrylic 4 % Polyester
1, 79 % rayon 17 % polyester 4 % 
1, Faux patent leather or manmade upper manmade lining manmade outsole
1, Made of Metal and Plastic this specific pair of Tom Ford FT0622 sunglasses are durable and trendy
1, Stretch Nylon Interlock 6 5oz 220gsm 71 % Nylon 29 % Elastane
1, With harness friendly stash pockets and a secure high rise waist these skin tight active pants have everything you need for a good day out on the rocks 
1, Bluesign Approved Material
1, NetPlus 100 % Postconsumer Recycled Nylon Ripstop – 1 2-oz 20-denier nylon ripstop made from recycled fishing nets to help reduce ocean plastic pollution 
1, PFC-free DWR Finish – Durable water repellent coating that does not contain perfluorinated chemicals 
1, 800-Fill Power 100 % Virgin Goose Down – Certified by Control Union 880272 to meet the Responsible Down Standard
1, Lining – 100 % Polyamide
1, Lining 2 – 100 % Recycled Polyester
1, Polyamide Polyester Polypropylene Recycled Polyester
1, Body Insulation – 70 % Polypropylene 30 % Polyester
1, 100 % Polyester with PFC-Free Durable Water Repellent DWR Treatment
1, Premium Japanese Technical Materials
1, This product may contain chemicals known to the State of California to cause cancer or birth defects or other reproductive harm 
1, 100 % Organic Cotton 160g 
1, This organic cotton pocket tee features a one-of-a-kind ice dye pattern making each shirt as unique as your adventures 
1, 70 % Merino Wool 18 % Recycled Nylon 11 % Nylon 1 % Elastane
1, 95 % Cotton 5 % Elastane 180gsm Jersey
1, 50 % Acrylic 35 % Nylon 15 % Wool
1, 100 gm FUTUREFLEECE LT 37 % Recycled Polyester 63 % Polyester
1, Features lower-pile full-loop construction and octa-yarns to provide an optimal warmth-to-weight ratio 
1, Body – 159 gm Polartec—100 % recycled polyester fleece
1, Overlays – 70D x 160D 116 gm 100 % nylon plain weave with non-PFC durable water-repellent non-PFC DWR finish
1, Pocket-Bag and Hem-Facing Lining – 172 gm 62 % recycled polyester 38 % polyester jersey knit with FlashDry and non-PFC DWR finish
1, 100 % recycled GORE-TEX waterproofing and an articulated fit are ready for snowy bootpacking adventures and climate-controlled Chimney Venting system will keep you comfortable all season long 
1, Body – 75D x 15D 155 gm 100 % recycled polyester face 
1, Back Panel – 150D 162 gm 96 % polyester 4 % elastane 
1, Kickpatches – 500D 265 gm 100 % nylon 
1, Waterproof taped zipper through front 
1, 100 % Nylon Tricot Backer
1, 100 % Recycled Dope Dye Nylon
1, Made with a durable yet lightweight and eco-friendly Arato 15D recycled nylon shell Responsible Down Standard insulation and a recycled Arato Bio lining the Cerium Hoodie is an insulator that you can feel good wearing in more ways than one 
1, Shell and Lining – 90 % Nylon 10 % Spandex 20D Stretch Woven bluesign approved
1, Insulation – 60 gm 55 % Repreve Recycled Polyester 35 % Sorona 10 % Polyester
